"communityname","population","state","medIncome","medIncomein000s","PctRecImmig5","PctNotHSGrad","PctUnemployed","PopDens","LemasSwornFT","PctFam2Par","PctPopUnderPov","PctVacMore6Mos","PctShelter","MedYrHousBuilt","new_murdPerPop","new_rapesPerPop","new_robbbPerPop","new_assaultPerPop","new_burglPerPop","new_larcPerPop","new_autoTheftPerPop","new_arsonsPerPop","calc_ViolentCrimesPerPop","calc_nonViolPerPop","totCrimesPerPop"
"Morristowntown",16189,"NJ",42748,42.748,9.06,21.61,5.03,5316.9,NA,63.87,7.27,30.95,0.382976094879239,1951,0,18.19,291.07,485.11,1006.61,4305.38,303.2,0,794.37,5615.19,6409.56
"Chillicothecity",21923,"OH",22458,22.458,0.26,30.4,10.65,2685.2,NA,66.7,19.84,52.28,0,1946,0,44.65,147.35,223.26,1152.04,5483.37,375.08,142.89,415.26,7153.38,7568.64
"Vincennescity",19859,"IN",18829,18.829,0.55,28.08,8.73,2992.6,NA,70.15,20.72,28.5,0.0805680044312402,1952,0,45.08,15.03,80.14,2649.77,3851.93,225.41,40.07,140.25,6767.18,6907.43
"Demingcity",10970,"NM",15570,15.57,3.25,44.6,17.4,1833.2,NA,65.63,33.89,37.32,0,1971,0,14.64,43.93,483.27,1706.08,3727.03,329.5,29.29,541.84,5791.9,6333.74
"Waterfordtownship",10940,"NJ",43673,43.673,0.37,20.26,3.36,291.8,NA,87.14,2.78,38.05,0,1975,0,17.55,8.77,105.27,833.41,1684.36,228.09,105.27,131.59,2851.13,2982.72
"Chelmsfordtown",32383,"MA",53971,53.971,1,9.77,5.31,1379.8,NA,84.86,2.55,41.16,0,1965,0,2.98,32.76,333.59,530.17,1721.57,431.88,5.96,369.33,2689.58,3058.91
"Wilmingtoncity",55530,"NC",20609,20.609,0.31,26.95,6.21,1805,135,52.67,22.11,34.82,0.165676211057086,1962,10.98,59.6,437.59,694.81,2401.27,6518.4,588.16,76.85,1202.98,9584.68,10787.66
"Lubbockcity",186206,"TX",24130,24.13,1.01,24.43,6.56,1726.3,302,75,19.56,34.95,0.0128889509468009,1968,8.58,68.64,142.33,423.97,1282.5,4000.95,307.88,64.6,643.52,5655.93,6299.45
"Vinelandcity",54780,"NJ",30733,30.733,0.51,38.66,7.2,769.8,107,67.22,10.91,50.74,0.213581599123768,1962,7.28,83.7,351.19,460.37,1766.87,4787.47,658.71,63.69,902.54,7276.74,8179.28
"Brocktoncity",92788,"MA",31712,31.712,3.2,25.62,9.22,4171.7,211,65.2,13.64,31.31,0.272664568694228,1954,17.07,61.44,373.2,863.6,2066.27,3400.92,2086.75,21.08,1315.31,7575.02,8890.33
"Dovertownship",76371,"NJ",40704,40.704,0.51,21.2,5.01,1793.5,NA,83.11,4.92,74.3,0.125702164434144,1968,1.27,20.34,45.77,138.58,814.97,2733.53,170.37,24.16,205.96,3743.03,3948.99
"Dunedincity",34012,"FL",25906,25.906,0.52,18.44,3.89,3173.9,NA,73.38,7.12,16.01,0,1973,2.89,28.85,80.79,401.07,1102.23,2694.98,178.9,14.43,513.6,3990.54,4504.14
"Novatocity",47585,"CA",45890,45.89,2.79,8.28,2.92,1665.7,NA,79,4.18,16.67,0,1971,0,44.86,59.13,279.36,838.07,2426.54,277.32,32.63,383.35,3574.56,3957.91
"Delhitownship",30250,"OH",41726,41.726,0.53,17.66,2.94,2907.8,NA,86.28,3.6,19.35,0,1966,0,32.17,19.3,22.52,254.17,2126.7,32.17,16.09,73.99,2429.13,2503.12
"Orlandocity",164693,"FL",26119,26.119,1.66,21.9,4.56,2363.3,749,57.46,15.76,15.35,0.417746959494332,1972,8.35,116.34,616.2,1563.6,2422.5,6487.65,1005.29,40.63,2304.49,9956.07,12260.56
"Cerritoscity",53240,"CA",59076,59.076,6.52,10.78,3.67,5965.9,NA,86.48,3.95,22.49,0,1974,9.08,18.16,394.11,486.73,1447.49,3281.81,1645.45,43.59,908.08,6418.34,7326.42
"Hillsboroughtownship",28808,"NJ",59069,59.069,1.48,8.55,3.46,508.5,NA,88.94,1.33,28.61,0,1977,0,0,29.06,3.23,339.04,1042.94,58.12,3.23,32.29,1443.33,1475.62
"Cartersvillecity",12035,"GA",25384,25.384,0.14,39.17,5.73,488.7,NA,68.13,14.89,34.96,0.0415454923140839,1968,0,43.85,80.4,592.02,1512.94,3435.17,562.78,51.16,716.27,5562.05,6278.32
"CliffsideParkborough",20393,"NJ",40600,40.6,8.54,24.95,5.86,20417.5,NA,79.52,4.63,30.1,0,1958,0,14.32,28.65,81.17,305.58,1102.94,267.38,0,124.14,1675.9,1800.04
"Miamicity",13142,"OK",17278,17.278,0.08,28.99,9,1361.6,NA,69.92,20.56,53.68,0.251103332826054,1956,0,66.74,51.91,281.77,1223.49,4011.57,378.17,0,400.42,5613.23,6013.65
"Oronotown",10573,"ME",27922,27.922,2.32,11.33,4.86,560.5,NA,71.94,21.14,45.73,0,1957,0,0,0,18.87,84.92,1170.03,18.87,9.44,18.87,1283.26,1302.13
"Palatinevillage",39253,"IL",48668,48.668,1.55,9.36,2.6,3845.3,NA,85.11,2.47,28.28,0.0229281838330828,1972,17.07,26.92,21.33,83.2,420.26,2131.15,89.6,6.4,148.52,2647.41,2795.93
"Largocity",65674,"FL",24296,24.296,1.1,22.95,3.9,4484.7,NA,69.53,7.42,24.42,0.0852696653165636,1974,1.45,32,82.9,506.15,955.57,3001.96,146.9,21.82,622.5,4126.25,4748.75
"DearbornHeightscity",60838,"MI",36771,36.771,0.86,25.94,5.89,5013,NA,81.32,5.5,28.4,0,1957,3.41,26.92,184.26,235.44,820.64,3285.96,597.14,5.12,450.03,4708.86,5158.89
"Schenectadycity",65566,"NY",24316,24.316,0.78,25.24,7.16,5831.6,146,60.67,14.93,49.88,0.47280602751426,1939,7.79,62.35,264.97,698.29,275.89,3642.63,377.2,21.08,1033.4,4316.8,5350.2
"Schaumburgvillage",68586,"IL",47029,47.029,2.59,9.45,2.45,3520.1,NA,84.29,2.68,13.61,0.00729011751669437,1977,1.4,26.92,58.61,132.57,791.24,3649.18,305.61,19.54,219.5,4765.57,4985.07
"Piedmontcity",10602,"CA",84498,84.498,0.61,3.55,1.61,6079.1,NA,86.57,1.8,35.48,0,1939,0,0,85.92,51.55,1073.98,2276.83,463.96,94.51,137.47,3909.28,4046.75
"Hattiesburgcity",41882,"MS",15576,15.576,1.08,26.04,9.73,1590.3,NA,51.43,35.87,41.16,0.0334272479824268,1966,20.75,53.95,159.78,500.08,1967.13,4349.27,265.6,14.53,734.56,6596.53,7331.09
"Longmeadowtown",15467,"MA",63203,63.203,1.42,5.98,3.51,1655,NA,90.3,2.25,41.92,0,1958,0,18.88,6.29,18.88,258.09,1636.66,69.24,18.88,44.05,1982.87,2026.92
"Oaklandcity",372242,"CA",27095,27.095,6.02,25.61,9.38,6409.1,616,52.13,18.82,32.73,0.115784892623616,1947,40.84,93.62,1209.17,1257.97,2215.96,5036.91,2061.34,106.36,2601.6,9420.57,12022.17
"FairLawnborough",30548,"NJ",49658,49.658,2.54,18.7,3.76,5702.7,NA,87.75,2.94,20.68,0,1949,0,0,41.47,38.28,309.46,1416.49,156.32,3.19,79.75,1885.46,1965.21
"LowerPaxtontownship",39162,"PA",37783,37.783,0.37,12.58,2.06,1344.3,NA,80.67,2.8,11.62,0,1970,2.51,17.57,92.89,288.7,574.89,2869.41,95.4,10.04,401.67,3549.74,3951.41
"Bangorcity",33181,"ME",24674,24.674,0.52,16.49,5.78,929.6,NA,66.48,14.98,21.05,0.153702420059673,1941,6.24,56.2,62.44,99.91,505.79,4102.53,199.82,34.34,224.79,4842.48,5067.27
"ParkRidgecity",36175,"IL",52817,52.817,0.88,10.6,2.31,5089.3,NA,88.03,1.25,27.89,0,1955,0,26.92,10.91,65.47,774.73,1740.41,169.13,10.91,103.3,2695.18,2798.48
"FarmersBranchcity",24250,"TX",38037,38.037,4.16,20.52,5.39,1950,NA,78.73,6.71,30.32,0,1964,3.99,0,147.59,235.34,1300.36,4108.5,949.34,23.93,386.92,6382.13,6769.05
"Montvilletownship",15600,"NJ",74825,74.825,1.81,11.91,4.7,798.4,NA,91.14,0.79,48.1,0,1967,6.19,6.19,18.57,6.19,321.8,1503.81,228.97,0,37.14,2054.58,2091.72
"Towamencintownship",14167,"PA",48547,48.547,0.8,12.43,2.64,1409.7,NA,86.04,2.75,14.97,0,1975,0,6.94,13.88,48.58,402.55,1686.56,55.52,6.94,69.4,2151.57,2220.97
"Shelbytownship",48655,"MI",47930,47.93,0.71,16.76,5.15,1352.1,NA,86.89,2.81,21.66,0,1974,2,26.92,18,128.01,408.02,2046.12,216.01,14,174.93,2684.15,2859.08
"DaytonaBeachcity",61921,"FL",18631,18.631,1.56,26.4,7.89,1853.5,201,49.12,22.49,23.11,0.151806333877037,1967,18.28,137.13,531.76,1395.68,2815.74,5483.69,1081.81,44.19,2082.85,9425.43,11508.28
"SouthHadleytown",16685,"MA",38694,38.694,1.58,16.6,3.37,909.6,NA,80.61,4.39,51.58,0,1955,0,11.62,40.66,151.01,209.1,1028.05,232.33,0,203.29,1469.48,1672.77
"Springdalecity",29941,"AR",25376,25.376,0.62,29.94,3.56,974.5,NA,79.65,9.36,30.38,0,1972,2.7,24.32,35.12,116.17,691.63,2861.08,235.05,0,178.31,3787.76,3966.07
"Mercedescity",12694,"TX",12908,12.908,3.69,58.05,17.42,1656.3,NA,68.5,48.82,24.89,0,1969,6.84,61.59,41.06,1156.58,1136.05,1122.37,321.65,27.37,1266.07,2607.44,3873.51
"Uticacity",68637,"NY",19950,19.95,1.2,32.62,9.39,4052.3,NA,60.08,21.73,43.59,0.259335343910719,1939,21.88,37.51,265.72,101.6,1064.43,4117.04,406.39,20.32,426.71,5608.18,6034.89
"CedarHillcity",19976,"TX",41457,41.457,0.63,13.87,3.61,573.3,NA,83.76,3.72,22.81,0,1984,3.94,15.77,23.65,63.06,764.62,2100.74,244.36,11.82,106.42,3121.54,3227.96
"TexasCitycity",40822,"TX",26144,26.144,0.83,28.58,8.15,634.4,NA,67.56,16.76,51.92,0,1963,9.42,84.81,256.8,339.25,1587.9,6042.97,897.61,94.24,690.28,8622.72,9313
"WestCovinacity",96086,"CA",42481,42.481,5.89,19.41,4.96,5724.9,109,75.18,7.71,15.26,0,1964,4.82,31.79,265.85,337.13,979.61,3077.53,1339.86,81.87,639.59,5478.87,6118.46
"Pleasantoncity",50553,"CA",59458,59.458,1.17,7,3.06,3009.8,NA,83.52,2.41,11.93,0,1977,0,6.9,37.95,100.05,596.84,2644.38,246.67,20.7,144.9,3508.59,3653.49
"EastGrandRapidscity",10807,"MI",60355,60.355,0.34,3.52,2.1,3564.3,NA,86.38,2.56,46.55,0,1951,0,26.92,19.42,29.13,252.43,2145.63,77.67,19.42,75.47,2495.15,2570.62
"Norwalkcity",14731,"OH",25587,25.587,0.12,26.39,7.78,1787,NA,73.5,10.3,32.3,0.0271536216142828,1958,0,6.55,6.55,0,281.58,2075.83,6.55,0,13.1,2363.96,2377.06
"Hamiltoncity",61368,"OH",22886,22.886,0.15,33.44,7.94,2966.4,105,67.6,16.84,44.01,0.118954503976014,1950,9.2,124.24,377.31,921.81,1766.93,4431.12,610.45,75.16,1432.56,6883.66,8316.22
"Harwichtown",10275,"MA",28259,28.259,0.54,12.19,8.97,471.5,NA,77.1,5.57,72.15,0,1970,0,0,45.9,312.1,725.17,1909.31,73.43,9.18,358,2717.09,3075.09
"Jeffersontowncity",23221,"KY",38962,38.962,0.23,14.51,2.92,2317.5,NA,80.57,3.42,14.71,0,1974,0,42.5,46.75,306.02,310.27,1976.37,85.01,4.25,395.27,2375.9,2771.17
"Bainbridgecity",10712,"GA",18641,18.641,1.33,40.25,6.76,670.3,NA,54.36,28.83,45.36,0,1964,17.45,34.89,287.88,645.56,1640.06,5888.51,244.26,8.72,985.78,7781.55,8767.33
"MenloParkcity",28040,"CA",50468,50.468,3.42,10.33,3.23,2689.9,NA,72.75,6.47,21.81,0.360199714693295,1956,6.69,26.75,227.39,337.74,996.49,2966.06,277.55,30.1,598.57,4270.2,4868.77
"Flagstaffcity",45857,"AZ",28382,28.382,1.74,13.08,7.14,700.1,NA,72.45,17.2,29.48,0.0218069215168895,1975,3.81,26.67,78.11,384.86,1116.47,6721.66,295.31,5.72,493.45,8139.16,8632.61
"Kilgorecity",11066,"TX",24644,24.644,0.91,27.01,7.02,895.6,NA,73.97,13.89,65.89,0,1960,8.64,146.88,181.44,708.48,2280.97,7706.93,838.09,34.56,1045.44,10860.55,11905.99
"Glassboroborough",15614,"NJ",34218,34.218,1.17,24,8.11,1635.9,NA,69.11,14.31,23.28,0.0448315614192391,1962,0,91.56,131.62,188.85,1041.55,3817.1,240.36,34.34,412.03,5133.35,5545.38
"SanJuancity",10815,"TX",14292,14.292,5.55,59.32,13.29,2846.1,NA,74.55,38.95,23.53,0,1973,7.5,22.49,59.98,217.44,1747.02,2691.76,524.86,15,307.41,4978.64,5286.05
"Swampscotttown",13650,"MA",50191,50.191,1.47,8.37,4.36,4320.7,NA,84.27,3.87,39.89,0,1939,0,0,27.67,69.18,1369.77,1591.14,179.87,6.92,96.85,3147.7,3244.55
"LosGatostown",27357,"CA",57815,57.815,2.04,6.46,2.92,2544.4,NA,77.64,4.65,28.05,0,1964,0,17.02,40.85,211.06,861.28,2178.72,190.64,64.68,268.93,3295.32,3564.25
"CreveCoeurcity",12304,"MO",59913,59.913,1.18,7.57,1.79,1565.4,NA,88.87,3.62,22.22,0,1973,0,0,73.92,73.92,525.62,2250.33,254.6,0,147.84,3030.55,3178.39
"Denisoncity",21505,"TX",21949,21.949,0.37,33.1,7.26,940.1,NA,70.63,15.37,48.64,0.055800976517089,1958,9.13,41.09,123.28,630.08,1177.97,5606.79,264.82,59.36,803.58,7108.94,7912.52
"Bakersfieldcity",174820,"CA",32154,32.154,2,22.23,7.1,1837.3,236,68.83,15,20.69,0.199633909163711,1974,14.06,20.31,295.8,644.2,1900.83,4425.56,830.64,58.85,974.37,7215.88,8190.25
"TheVillagecity",10353,"OK",28097,28.097,0.19,11.55,3.57,3939.5,NA,73.62,7.04,52.19,0,1958,0,36.6,146.39,420.86,1271.73,5782.25,649.59,18.3,603.85,7721.87,8325.72
"Albanycity",101082,"NY",25152,25.152,1.74,22.28,6.09,4557.8,317,53.15,18.31,47.72,0.390771848598168,1939,5.73,56.39,459.68,661.33,1971.58,3851.41,450.13,43.01,1183.13,6316.13,7499.26
"Newarkcity",275221,"NJ",21650,21.65,5.45,48.79,14.71,11153.6,142,43.2,26.34,42.99,0.71724178024206,1949,36.89,98.76,2264.13,1528.25,2643.41,4004.12,4224.31,70.71,3928.03,10942.55,14870.58
"EastOrangecity",73552,"NJ",26810,26.81,3.52,30.7,11.76,18091.3,245,41.2,17.71,37.42,0.462257994344137,1949,20.48,120.18,1541.82,1259.13,2365.31,2654.83,2014.34,132.47,2941.61,7166.95,10108.56
"Ogdencity",63909,"UT",23487,23.487,0.96,24.93,8.2,2365.2,106,68.87,16.78,46.7,0.309815518940994,1953,8.66,60.61,141.43,366.58,1284.46,5997.98,366.58,60.61,577.28,7709.63,8286.91
"Petersburgcity",38386,"VA",21309,21.309,0.39,37.76,8.45,1619.7,NA,45.86,20.3,46.45,0.0260511644870526,1962,26.6,62.88,534.51,708.65,1959.08,4160.02,544.19,19.35,1332.64,6682.64,8015.28
"Baytowncity",63850,"TX",30151,30.151,1.9,28.77,7.87,1969.2,NA,73.6,16.08,41.84,0.0266249021143305,1968,14.55,66.93,154.24,330.31,1097.14,4216.87,746.46,26.19,566.03,6086.66,6652.69
"Eugenecity",112669,"OR",25369,25.369,2.15,11.44,6.42,2858.7,135,70.42,17.04,14.39,0.407388012674294,1966,2.5,53.23,138.07,197.13,1148.67,5382.36,311.91,47.41,390.93,6890.35,7281.28
"Providencecity",160728,"RI",22147,22.147,6.98,37.24,9.18,8403.8,440,54.32,22.96,34.39,0.149320591309542,1939,14.69,76.1,424.55,401.19,2830.35,4294.25,2080.04,256.33,916.53,9460.97,10377.5
"NorthLittleRockcity",61741,"AR",23958,23.958,0.11,26.96,5.39,1500,124,63.45,17.2,33.51,0.0566884242237735,1965,20.64,112.73,514.42,373.12,2311.73,7513.14,1386.09,39.69,1020.91,11250.65,12271.56
"Metuchenborough",12804,"NJ",53226,53.226,1.56,14.54,3.14,4511,NA,83.6,2.9,24.22,0,1952,0,0,91.78,91.78,673.04,1774.38,229.45,22.94,183.56,2699.81,2883.37
"Warrentown",11385,"RI",31637,31.637,1.05,30.69,5.21,1785.6,NA,78.71,7.16,51.03,0,1949,0,8.82,0,0,538.2,2470.44,158.81,0,8.82,3167.45,3176.27
"Kentcity",28835,"OH",21463,21.463,2.03,14.11,6.9,3194.9,NA,64.36,27.49,39.4,0.0346800762961679,1962,0,34.72,90.27,270.81,673.56,2579.68,229.15,34.72,395.8,3517.11,3912.91
"Cypresscity",42655,"CA",50981,50.981,3.07,12.49,4.48,6221.6,NA,78.17,4.46,17.43,0,1969,2.14,15,122.18,180.06,906.71,2705.14,745.95,34.3,319.38,4392.1,4711.48
"Yukoncity",20935,"OK",35090,35.09,0.42,15.49,4.96,783.5,NA,82.05,6.78,45,0.468115595892047,1974,0,22.91,27.5,82.49,792.78,2937.4,201.63,54.99,132.9,3986.8,4119.7
"Lislevillage",19512,"IL",49712,49.712,1.49,6.32,2.26,3188.2,NA,86.4,2.85,17.03,0,1977,0,26.92,43.92,34.16,468.52,2752.56,146.41,9.76,105,3377.25,3482.25
"ChapelHilltown",38719,"NC",30489,30.489,4.08,6.65,4.42,2260.6,NA,72.41,16.14,23.83,0.0594023605981559,1973,2.11,31.62,210.8,427.93,1087.74,3722.75,206.59,29.51,672.46,5046.59,5719.05
"Bedfordcity",13817,"IN",23603,23.603,0.09,30.4,5.94,1121.1,NA,73.81,11.43,47.63,0,1949,0,27.99,21,489.89,727.83,3611.17,307.93,27.99,538.88,4674.92,5213.8
"Mauldincity",11587,"SC",41524,41.524,0,11.61,2.67,1617.4,NA,82.6,3.51,19.57,0,1977,0,7.6,22.8,182.38,311.57,1725.06,136.79,0,212.78,2173.42,2386.2
"Kentcity",37960,"WA",32341,32.341,0.8,13.58,4.3,1936.3,NA,65.97,8.76,5.98,0.0105374077976818,1978,12.03,67.39,252.7,204.57,1728,6365.67,1152.8,105.89,536.69,9352.36,9889.05
"Waynesborocity",18549,"VA",26668,26.668,0.17,28.82,4.82,1274.7,NA,70.49,11.39,24.25,0,1960,21.12,26.4,26.4,264.03,718.17,3152.56,301,26.4,337.95,4198.13,4536.08
"Westfieldcity",38372,"MA",33498,33.498,0.92,21.26,5.15,795,NA,75.55,8,33.54,0.104242676951944,1958,0,28.65,36.46,820.44,760.54,1815.39,281.29,20.84,885.55,2878.06,3763.61
"Bountifulcity",36659,"UT",38346,38.346,0.24,8.4,3.62,3320.6,NA,85.72,4.91,35.12,0,1966,0,26.38,15.83,94.96,427.32,2086.47,97.6,29.02,137.17,2640.41,2777.58
"Cadillaccity",10104,"MI",21170,21.17,0.18,24.69,12.11,1458.4,NA,66.2,15.52,41.75,0,1949,9.52,26.92,19.05,228.55,657.08,5066.18,161.89,28.57,284.04,5913.72,6197.76
"Arlingtontown",44630,"MA",43309,43.309,2.45,11.49,4.47,8311,NA,81.11,4.63,30.07,0,1940,2.16,6.48,23.77,155.6,358.75,771.52,209.63,6.48,188.01,1346.38,1534.39
"PaloAltocity",55900,"CA",55333,55.333,5.61,5.27,2.4,2278.3,93,78.37,4.65,18.74,0.0232558139534884,1955,0,19.23,106.62,115.36,851.23,4537.59,328.61,26.22,241.21,5743.65,5984.86
"Spartatownship",15157,"NJ",63032,63.032,0.29,6.87,3.85,391.2,NA,89.66,1.9,50.1,0,1962,0,0,6.45,45.12,251.39,1031.33,77.35,6.45,51.57,1366.52,1418.09
"Stratfordtown",49389,"CT",41745,41.745,0.53,22.22,4.97,2711.4,100,78.38,3.54,48.81,0.0060742270546073,1954,1.99,3.99,153.58,39.89,895.55,2652.73,789.84,35.9,199.45,4374.02,4573.47
"DeerParkcity",27652,"TX",46199,46.199,0.41,15.69,5.29,2574.7,NA,83.69,5.17,35.41,0,1973,0,0,26.35,181.12,691.56,1307.38,131.73,3.29,207.47,2133.96,2341.43
"ArlingtonHeightsvillage",75460,"IL",51331,51.331,1.77,10.22,2.65,4503.5,NA,89.28,2.4,19.22,0.022528491916247,1969,2.6,26.92,25.95,54.5,504.73,1869.7,81.74,33.74,109.97,2489.91,2599.88
"Hazelwoodcity",15324,"MO",35197,35.197,0.22,17.59,3.96,3023.7,NA,73.9,4.45,16.34,0,1966,12.56,18.83,150.67,238.56,1104.9,2743.42,671.73,43.95,420.62,4564,4984.62
"NewHopecity",21853,"MN",36096,36.096,0.41,11.91,4.28,4124.5,NA,72.55,6.51,10.76,0,1967,4.69,26.92,65.62,126.55,506.19,2465.32,182.79,18.75,223.78,3173.05,3396.83
"Newberrytownship",12003,"PA",35005,35.005,0.07,22.42,2.96,380.8,NA,82.67,2.7,51.67,0,1975,0,23.67,0,31.56,749.57,1507.02,86.79,7.89,55.23,2351.27,2406.5
"SouthElMontecity",20850,"CA",27074,27.074,11.74,63.37,11.49,6959.3,NA,71.97,21.19,40.86,0,1960,18.01,45.04,490.9,977.3,1288.06,1688.88,1080.89,49.54,1531.25,4107.37,5638.62
"Stephenvillecity",13502,"TX",18346,18.346,0.68,23.7,7.18,1605.9,NA,77.45,22.14,35.03,0,1970,0,6.91,20.72,34.54,911.79,3771.5,69.08,6.91,62.17,4759.28,4821.45
"Cudahycity",22817,"CA",22279,22.279,18.07,68.7,10.24,20014.9,NA,66.61,27.54,13.55,0,1964,12.96,30.23,297.98,1252.38,621.87,1377.61,699.6,25.91,1593.55,2724.99,4318.54
"Lincolntownship",13604,"MI",37771,37.771,0.15,15.01,3.6,732.3,NA,85.65,3.48,26.62,0,1969,0,26.92,0,187.39,446.85,2198.2,64.86,14.41,214.31,2724.32,2938.63
"Albanycity",16327,"CA",34836,34.836,10.36,8.15,2.96,9255.7,NA,70.48,9.59,16.3,0,1945,5.9,5.9,247.63,341.96,731.09,2753.38,536.52,0,601.39,4020.99,4622.38
"Ewingtownship",34185,"NJ",43191,43.191,0.7,20.69,3.82,2151.6,NA,80.43,3.31,23.56,0,1958,5.69,31.31,108.15,71.15,626.16,2923.01,1462.93,51.23,216.3,5063.33,5279.63
"FortThomascity",16032,"KY",36977,36.977,0.04,14.31,3.09,2747.1,NA,84.83,4.39,35.96,0,1952,0,6.17,0,55.52,148.05,678.55,61.69,0,61.69,888.29,949.98
"LaMiradacity",40452,"CA",47143,47.143,2.87,18.94,4.57,4974.4,NA,83.2,3.89,6.58,0,1959,4.29,19.32,178.21,448.74,867.42,1494.36,753.62,23.62,650.56,3139.02,3789.58
"Swataratownship",19661,"PA",33817,33.817,0.12,23.65,3.75,1435.5,NA,78.34,6.6,11.27,0,1962,0,40.01,120.02,365.05,935.14,5320.8,435.07,15,525.08,6706.01,7231.09
"Totowaborough",10177,"NJ",46309,46.309,1.24,31.91,3.91,2458.9,NA,85.84,3.09,78.18,0,1954,0,9.59,57.52,115.04,517.69,3585.47,795.71,9.59,182.15,4908.46,5090.61
"WestCaldwelltownship",10422,"NJ",65920,65.92,0.83,11.35,2.03,1992.3,NA,92.06,1.01,47.22,0,1955,0,0,47.2,37.76,254.89,2010.76,207.68,0,84.96,2473.33,2558.29
"Coventrytown",31083,"RI",37230,37.23,0.1,25.57,5.7,503.9,NA,83.82,4.85,57.26,0,1965,0,12.83,3.21,109.03,577.2,1632.19,118.65,51.31,125.07,2379.35,2504.42
"CalumetCitycity",37840,"IL",30138,30.138,0.52,26.98,7.73,5023.9,NA,66.47,9.82,21.42,0,1965,18.2,26.92,340.55,431.54,1245.22,4887.31,1996.52,98.79,817.21,8227.84,9045.05
"Troycity",72884,"MI",55407,55.407,2.23,11.07,3.19,2098,131,89.95,2.83,18.25,0,1972,1.26,26.92,35.23,232.8,600.23,3236.48,421.55,21.39,296.21,4279.65,4575.86
"Danvillecity",31306,"CA",74472,74.472,0.75,4.27,2.41,1708.1,NA,87.01,2.1,20.15,0,1975,2.57,2.57,12.85,7.71,400.99,1295.5,46.27,23.13,25.7,1765.89,1791.59
"Waycrosscity",16410,"GA",16586,16.586,0.09,43.86,8.17,1400.2,NA,52.88,27.9,62.92,0,1960,11.15,61.35,301.15,356.92,1310.58,7439.63,323.46,44.62,730.57,9118.29,9848.86
"Centervillecity",21082,"OH",45424,45.424,0.66,7.79,2.44,2274.5,NA,83.18,3.74,29.6,0,1974,0,22.9,32.06,59.53,613.67,2404.29,160.29,22.9,114.49,3201.15,3315.64
"Rostravertownship",11224,"PA",25615,25.615,0,22.71,10.57,336.8,NA,81.29,10.86,64.88,0,1960,0,0,17.52,43.81,367.97,2698.44,376.73,8.76,61.33,3451.9,3513.23
"Ryecity",14936,"NY",69695,69.695,11.31,9.91,2.55,2495,NA,88.47,3.85,26.6,0,1948,13.35,0,13.35,6.68,367.16,1381.84,213.62,0,33.38,1962.62,1996
"Lyndhursttownship",18262,"NJ",41000,41,1.61,29.89,4.55,3792.6,NA,81.08,3.87,44.46,0,1947,0,31.47,52.45,94.41,461.55,2307.77,713.31,15.73,178.33,3498.36,3676.69
"Somervillecity",76210,"MA",32455,32.455,7.05,24.82,6.33,17893,135,68.84,11.47,37.22,0.0708568429339982,1939,0,14.43,177.45,57.71,871.37,1367.65,1097.87,11.54,249.59,3348.43,3598.02
"Sheltontown",35418,"CT",49965,49.965,1.15,16.88,4.44,1118.7,NA,86.45,2.5,34.35,0,1968,0,2.71,27.1,13.55,528.38,726.19,249.29,10.84,43.36,1514.7,1558.06
"NorthBergentownship",48414,"NJ",33488,33.488,6.76,35.46,7.69,8999.6,NA,73.91,9.49,26.69,0.0495724377246251,1950,3.98,17.9,159.08,113.34,1010.16,1996.46,1113.56,7.95,294.3,4128.13,4422.43
"Columbuscity",179278,"GA",24056,24.056,0.78,28.48,7.16,800,369,63.91,18.63,30.19,0.143910574638271,1965,16.81,25.75,236.96,331.53,1213.17,4072.97,547.48,24.17,611.05,5857.79,6468.84
"MortonGrovevillage",22408,"IL",47808,47.808,1.83,15.83,2.77,4247.2,NA,91.42,2.94,20.34,0,1958,4.47,26.92,31.29,107.28,625.78,2413.73,192.2,17.88,169.96,3249.59,3419.55
"TwinFallscity",27591,"ID",23206,23.206,0.85,23.5,4.35,2526.6,NA,75.22,14.44,29.61,0.536406799318618,1960,3.09,30.86,43.21,361.08,1129.53,4601.43,388.85,37.03,438.24,6156.84,6595.08
"Minnetonkacity",48370,"MN",50659,50.659,0.22,5.75,3.65,1722.6,NA,85.62,2.06,46.3,0,1974,0,26.92,25.36,33.17,723.82,2218.28,132.67,17.56,85.45,3092.33,3177.78
"EastProvidencecity",50380,"RI",31007,31.007,1.4,33.08,5.57,3629,NA,77.15,6.79,39.16,0,1955,0,4.02,40.24,106.62,535.14,1941.38,422.48,40.24,150.88,2939.24,3090.12
"Cohoescity",16825,"NY",24319,24.319,0.45,33.74,7.11,4339.5,NA,62.98,13.14,44.66,0,1939,0,6.31,18.93,643.78,782.63,1382.23,88.36,21.08,669.02,2274.3,2943.32
"GlensFallscity",15023,"NY",27312,27.312,0.1,20.96,5.84,3763.7,NA,68.14,10.97,36.59,0.0332823004726087,1939,0,73.87,88.65,1824.63,1447.88,5835.86,125.58,21.08,1987.15,7430.4,9417.55
"Dyersburgcity",16317,"TN",20053,20.053,0.21,44.8,7.35,1417.4,NA,63.43,22.74,26.38,0,1965,22.22,105.54,111.1,727.7,1333.19,4838.35,333.3,0,966.56,6504.84,7471.4
